relpath,dataset_source,class,duplicate_of,pixel_hash
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_179.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_179.jpg,f56cc4f4aa34bf8a289365b3046ed34822ad0b15f2c452c41304a98ae85973e9
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_18.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_18.jpg,c382f95dca6263a0c271842b8dcde41f9a925a83b3c9583710fe88e82e70584e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_180.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_180.jpg,c0e2e3a02ef335779dc7eca9beffa830973c38793781fd3ffa2aac59f8b9ded1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_181.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_181.jpg,6dadc7d8d5fed2206466397aedfb0e3b16c732b55012e59fb2bf29819ba14993
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_182.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_182.jpg,c2dfc5163d25186fb07cd4d9bd0a42345ca34ae7141593d9c27041480bcee147
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_183.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_183.jpg,949dd0b413bdc43d00dc8d1df01d22574e6a7b2f90ca47356771624d22e12ef1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_184.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_184.jpg,256ccf40395d14b7eae07558254ce2ab6e73e78cd94ebdf4d8d8b864f89d4830
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_185.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_185.jpg,92d3d8983224e4062d92428ab3abb0e3bba529246a44c4a1ab11959ecec68271
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_186.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_186.jpg,8031e7a93340090bb498cebe7a9bae1e4a2a0cbf0742e372801863cfd84ad2ab
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_19.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_19.jpg,3f831f29515360aa168f5f2a17d41ac5e2b713b89bd5248d00bc84f982dddf6f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_2.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_2.jpg,85fd16b2070c7cbd675c9c7341592dc1345ad0a191f19c1264b463a1906e6e3c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_20.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_20.jpg,aa6efb533f1ded78d3fb3239ae33eccbd1b05470124267fd3226e3d6b1cfe8d1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_21.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_21.jpg,209056c01965de93bc7290ac753987112e29769a51288b7950d7bc0ac475eeb9
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_22.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_22.jpg,3607e3483decc7abb412715b6b608cf0f0d2f016327a6f9d7b0a3ce41a6c4d9e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_23.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_23.jpg,95924a4256cf8e5a45dfd6db48536dd484f6fbf75a523ec0dfe1ec272267f1d4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_24.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_24.jpg,8deadb4b245c616b2b253f2e45dd8ac096455e3ede7e41526dc86963512eac59
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_25.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_25.jpg,98a61dfd5a10226a28773652dacdde709ed1ce0a0c834559b6de482100d7b6a4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_26.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_26.jpg,bb7fee2c58c2c3d393cf2aeb42eb46444a901fb11113a6b1af25cf829f93bcc7
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_27.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_27.jpg,0fac73172fa6386dd05ff8dad9a39e4b86c9ad28670f0be91226f38a18a93b3d
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_28.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_28.jpg,5177f4b37bd45fdb6c1a6eb9d0aab9fe4fa22ccf2084a489fe1c8b1df11c574f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_29.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_29.jpg,7d513b2c55e247d823bf9da018b53e27f7321eeee7d00d1c3530a636032d0060
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_3.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_3.jpg,03bb632bb86b77d5f6f5575913b5af2f4e433a556aac2f1a50eac2f8e9991403
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_30.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_30.jpg,8afb392b8effacb780c295be1c1910c00516460c00f7e0c7ba6b47ffb67cbc40
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_31.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_31.jpg,d6a4ec86450cfac6d1aa04e09826714baf2a05bf69c60e96d70e4b7b20db9801
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_32.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_32.jpg,2fb031f511fecdf1241755ae1d7523bd7b475c66dc3869bfad9408c81b34da03
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_33.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_33.jpg,c1aca8635617a17781e342a07b13eb908818714dfd033cb056e2f35bdf3480e1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_34.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_34.jpg,3d444818301c816dcb7fc3a3ed461879cda1df5c544077c062459ceb11234e08
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_35.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_35.jpg,b633fe312319ec3eaadbfc583fe0be89fd7a81ce30f9f8ced5ef2d95d7a1274b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_36.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_36.jpg,2c3cea32a927ed62192d944411418195761b5efb1825f950affc4dfe49d2338b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_37.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_37.jpg,233801bdb16fa2eb2fddafe4b78c3670ddd2cb851ca20435c693f3fd4c765985
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_38.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_38.jpg,8da4493bdf9199436988ce15e40e8666036619e7599830ef54e938ab06335659
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_39.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_39.jpg,2b28ebbd37bd5ae8b014cdaf8801c9180c2822df44c0249009a05881454e38a5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_4.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_4.jpg,ee9050bbab114a1778e67488519fcbff102e74dbeef16deee641bdd7403a6bf5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_40.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_40.jpg,399f218b12e9c276cc493c2464081f4958b15d437c380f7699b10cec71fba07e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_41.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_41.jpg,f77c31e739ec3bc1764b6460928e8d6cfbd2bd4bb82443f2e8b2480c7d819a40
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_42.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_42.jpg,faae1a51bd041ac52f084f4e727374a91fec6ae2236d0d59929ed8000c847c63
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_43.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_43.jpg,d6205466467383a8f750c4b5ae3cca4e5f12edbff6909f16fdf0dcfe87f59969
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_44.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_44.jpg,ac300f602c1bff5cf3452f14064ea3a79d59d393ecf6cb066a92870b605d052b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_45.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_45.jpg,d48469f5dc304793ae529cf725873d848be4cc0ba603a4b557f32fe1a1c0e8dd
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_46.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_45.jpg,d48469f5dc304793ae529cf725873d848be4cc0ba603a4b557f32fe1a1c0e8dd
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_47.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_47.jpg,a07716502590e1103e3f8cbc803a33f583634f82f1d64dd7e1a5b26b4c70b976
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_48.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_48.jpg,f954345854c6976b9e55196ff95e0b1bb93c6fd4cecce3c95bc0ecf2f14203df
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_49.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_49.jpg,4255dbc6c6ee93c63f2ac05d32609473787bc39aad7a0f190eadf42bd40d77b5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_5.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_5.jpg,f5e51d3473933a20863014d77c86700c732f86d394f4df70354a70ad350aa69c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_50.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_50.jpg,d5f6950f858b9faee2deba1fc667808afff87141e9695185afdf2d25a288bab8
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_51.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_51.jpg,afea86522ecbd188c8619c62cb52d75cf0b8508db0e53e193a349584266bbd87
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_52.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_52.jpg,b05b04d794d71a5c971e9afcf1c6191e7fb8adfecd004c0c9241040dbccd276f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_53.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_53.jpg,7520d6d9805f477db489c9fd7142dd79b2b2cedc7364ba79b1293aa557508e79
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_54.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_54.jpg,ba3221fba244155d373b6f9f656d0010566c6273f9d0beb62f31e2e1ffb0d569
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_55.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_55.jpg,3fc8d8ac089ee6f8ae2c2a2aab9d0be1c59e9a2aabd64804c51f40cbafa51f63
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_56.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_56.jpg,d7c2a7b78f952a74e20279891d4184744d6d0555acae47673ba8ade80ca20e8e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_57.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_57.jpg,6c4f7aa13337c8d2b541fb7a339bbb6a2874e34fac91c48944652a249c6a5aa2
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_58.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_58.jpg,c3892b5f4f11cd825864f7b06379bf18f69c1872dbd53a4a22d011c3bc90db0f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_59.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_59.jpg,5272aca7e58e0be3cba5c07c8364344ace5ff376d81614ba93edcf9b53ec79b4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_6.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_6.jpg,22f24cc2bb4ce2d858e748384b1276a1a6bfc9864a0ae8064ebbc0f54bc5fb58
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_60.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_60.jpg,b25424335a2f4d7942e55513ee79da6364d97e53aa557551d3e45970e2612b3c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_61.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_61.jpg,049999b71fb02c2973965086db6373e793446fdb9593709cedbc18003db6825b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_62.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_62.jpg,4c3ddaa0f746938b3efb1779b7f76438fef6bbdd89665862d29117a09fb2af59
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_63.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_56.jpg,d7c2a7b78f952a74e20279891d4184744d6d0555acae47673ba8ade80ca20e8e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_64.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_64.jpg,4d40d9446bc58e598c1d61b0663fa513adf81ff8f176052980b26b586f4dd130
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_65.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_65.jpg,2b6f1fc63b3fb61b227bda04122285c302474348acb9d579fb00627f14478de2
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_66.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_66.jpg,f1c496cf09a6b1e501405e80a9de2a22595739d243422ab377dc801d0422ca1f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_67.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_67.jpg,8d32b1bf6fca15ae273c55c00c422afd2d6ccd3222a0cf5eceea5ba337bf9d09
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_68.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_68.jpg,e081d837b3d8b3743d7b0ae173224a599f373f6e99f69c372006fcea9562a932
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_69.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_64.jpg,4d40d9446bc58e598c1d61b0663fa513adf81ff8f176052980b26b586f4dd130
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_7.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_7.jpg,4a7c0b042647904eb2e91b63cf28c98bca10cae8ef1720c4446e867db84eaa1e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_70.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_70.jpg,13a109152910a46a58c0d2fb4287146e2a26862f691870a4983bc2dbb29a0da5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_71.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_71.jpg,88c1331bbaf02f76432c2cee07deb4911a0ae1d6573d851edb4078f00a366fca
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_72.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_72.jpg,28a2b1eb74f19e90d194429cd27c2e6b1906b20c9c55a1e8eba6265564a1f454
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_73.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_73.jpg,78d51a99bea19dcadbc29ad11d14074db59486c58958dfcfbcea5bed3337556a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_74.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_74.jpg,3f830f000084e74882a75d81b662ca4b4187095b2a69abb1b442094f2108217a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_75.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_75.jpg,0f81b6f10966506d3bb71f681925730d90e2fa6c2ebed59295ee722781453665
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_76.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_76.jpg,1c824e64ac17ef4a4a93c73442384ac40d0a11b6f0fd24eac9928107e16350be
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_77.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_77.jpg,e623bddfee131a1e6bb1263fbaf3954efce9a8b56ebe27751f49f256f0f7f212
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_78.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_78.jpg,250d4fcf99d9cf749cd11f5832b311791e44c1ba5d9a047beaf997cf63359fc8
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_79.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_79.jpg,e4f30a4fcd116d9f4f506612dfe0324673b937e19e865e8b05cec26ee89d0dda
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_8.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_8.jpg,4aed5031d69f60b575c163c8a66b3de1fe6e21812b387c5ac1cb7eae1d288b4b
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_80.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_80.jpg,bea9238c4a1a1f5d8413840e96b20d90f36784142914a7f8fb53a098993f6aa5
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_81.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_81.jpg,909002d3e595dd39e5301905f84de577e0e6db7b95265dc8ea77bc7e75d3d47c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_82.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_82.jpg,92f0dc53f91bec092c90fe6dd3a24f4891adcb1749691a3cbd02bd90d7535236
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_83.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_83.jpg,92e7860f3ebf6986695a5529439021852a10c035f9663d221546a35d8839db95
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_84.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_84.jpg,a16044e88e2945fc9dcd0b2bfdac48430b9c565c9f6f36e16f30b1feccf06258
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_85.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_85.jpg,e113cb37fd51409d037000f70aab95c84f71879da13e219d1fdc3fa8274e30ad
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_86.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_86.jpg,db11edd6ebcc595fc6ad4c9d028a099ddd96612dbe59ef6970f03985bf3ec0c4
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_87.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_87.jpg,162f045e2e2b5234e6cc0145aafdea222b6094ed6f16f0575e32bbbd54396061
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_88.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_88.jpg,76cef6e47c6bcb7c422453762364904cd12c82f1c7a90fa7dd29f8ffc187768e
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_89.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_89.jpg,1c1f8caf6f7a0c767b4c92e9689992e246b87bf60ca37963c907783244397c65
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_9.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_9.jpg,5e8cfd439eb41bcd73e4c22289fc26a48d4fdb420a5641243c96b892d98f38ad
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_90.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_90.jpg,64f905f43a36e9bf6f2dd93d43a02998ab47157cd5b323338d364b6bf80cdb23
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_91.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_91.jpg,e843b19b2fdd703179edb6292eb3b2b88612d06746d83bfc852997d2223956a1
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_92.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_92.jpg,9e191e94947878dca476727d459036bd3d784a98b98072be874731fba3e9065f
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_93.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_93.jpg,b4c16637245400b1e0e6eecafe716342ccb8f075001f6152519ac429bdf78263
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_94.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_94.jpg,87b697e99a422b541f5f015468706da95f74e7c3dce7c4e0a8d9f8f242702898
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_95.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_95.jpg,889486ec06128bed096ed2ad0d06d935657b89376c502de08f62f6b30b4f33d7
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_96.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_96.jpg,e803200543c97dd7d42758e4a5e148ea5937ad242be13bfc23c3470c2b02c72c
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_97.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_97.jpg,e881718c025bd0e2ba00320d43c989ebf4d8052d4d9b5f32e2010ddb3cd25a67
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_98.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_98.jpg,7cb917e1e0f7d5b3d709fde99d571c8634cace4012e952fde8f5f1883162cb8a
data\raw\dataset3\Osteoporosis Knee Dataset\Normal\Normal_99.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_99.jpg,4bfdace9fead6128e19bf65afdf2f8bfe14ccffe11086337e8d50c446e4dce94
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis.jpg,53b9f136b98ed9a9f486cce096f2231b382f828b58f38b07279c6d3c93731000
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_10.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_10.jpg,24acd4b12b04b913fa9450f7951969e57fb00b16f70fd86d53b271490278363b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_100.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_100.jpg,c132d533a714f323d8c4f1b22ae2f64852475e06cc00a65216ace22d75083d39
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_101.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_101.jpg,2beeb22d334b3bdd0b321a72ee7bea8096e375d0ff4e5bab0f37b4bb8fa60e84
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_102.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_102.jpg,48f1c59c4d4ff1e45b7e386d7a0efa9d06a2c9a3aa37d815e63f99ba04b89808
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_103.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_103.jpg,8d01eb3865b9681c37146583c22f306ab25cb12aac288fcf815988c0ae70e1ff
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_104.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_104.jpg,27374721ed9948a7152969fd7eb58e9098f1668dab5c6d9a88f2399512b38d4a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_105.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_105.jpg,147294e8a75add46470307ec0fb7cb9e2eb2afe846646649ba2e580e2abcb7aa
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_106.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_106.jpg,172f2778bb44840962b9eeab0d428b00d95c6e30f4708a1e66b78b7540216bf6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_107.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_107.jpg,316864fbb569ca1e2d75debaa2d96e31ec13bcda511295b4f6ad36f9a3cdf9be
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_108.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_108.jpg,813660140872d4d658ad6ff5377668d2b6a4ac5fa280e1b76825b29d37c0ac05
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_109.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_109.jpg,01ba0a13b8d65632b35d77384ec99ccd906f65f0a5e84a31df18e91b9f880cfe
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_11.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_11.jpg,ef2264cc6f8c10438566be2884c3a9c2a84b95897c4bc22d6ce1ed4af9114563
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_110.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_110.jpg,ac1d6e0671dabee475913661dac2498d00432e696e21baf6a731513bb135cbb0
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_111.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_111.jpg,cab2e7d812566c5b4e739cca4969a55a995af74a2280d61c23f338430e8a8e80
