a_relpath,b_relpath,a_class,b_class,a_source,b_source,correlation,dhash_hamming,label_conflict
data\raw\dataset2\osteoporosis\normal\44n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_58.jpg,normal,normal,dataset2,dataset2,0.999121,1,False
data\raw\dataset2\osteoporosis\osteoporosis\45.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_29.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999111,1,False
data\raw\dataset2\osteoporosis\osteoporosis\46.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_31.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999774,1,False
data\raw\dataset2\osteoporosis\normal\47n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_62.jpg,normal,normal,dataset2,dataset2,0.998325,0,False
data\raw\dataset2\osteoporosis\osteoporosis\49.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_32.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999569,2,False
data\raw\dataset2\osteoporosis\osteoporosis\4o.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_4.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.996659,1,False
data\raw\dataset2\osteoporosis\normal\5.png,data\raw\dataset2\osteoporosis\normal\Normal_4.jpg,normal,normal,dataset2,dataset2,0.999753,0,False
data\raw\dataset2\osteoporosis\normal\50n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_66.jpg,normal,normal,dataset2,dataset2,0.999195,0,False
data\raw\dataset2\osteoporosis\normal\51.jpg,data\raw\dataset2\osteoporosis\normal\Normal_67.jpg,normal,normal,dataset2,dataset2,0.999596,1,False
data\raw\dataset2\osteoporosis\osteoporosis\51.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_33.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998552,2,False
data\raw\dataset2\osteoporosis\osteoporosis\52.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_34.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999515,0,False
data\raw\dataset2\osteoporosis\normal\53n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_70.jpg,normal,normal,dataset2,dataset2,0.999146,0,False
data\raw\dataset2\osteoporosis\osteoporosis\54.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_35.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998727,0,False
data\raw\dataset2\osteoporosis\osteoporosis\55.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\58.JPEG,osteoporosis,osteoporosis,dataset2,dataset2,0.991029,2,False
data\raw\dataset2\osteoporosis\osteoporosis\55.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_36.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998163,3,False
data\raw\dataset2\osteoporosis\osteoporosis\55.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_37.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.990723,2,False
data\raw\dataset2\osteoporosis\normal\56n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_74.jpg,normal,normal,dataset2,dataset2,0.995499,1,False
data\raw\dataset2\osteoporosis\normal\57n.png,data\raw\dataset2\osteoporosis\normal\Normal_76.jpg,normal,normal,dataset2,dataset2,0.999308,0,False
data\raw\dataset2\osteoporosis\osteoporosis\58.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_37.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999557,0,False
data\raw\dataset2\osteoporosis\normal\59.jpg,data\raw\dataset2\osteoporosis\normal\Normal_77.jpg,normal,normal,dataset2,dataset2,0.999377,1,False
data\raw\dataset2\osteoporosis\normal\6.png,data\raw\dataset2\osteoporosis\normal\Normal_5.jpg,normal,normal,dataset2,dataset2,0.998046,2,False
data\raw\dataset2\osteoporosis\osteoporosis\6.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_5.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.99632,1,False
data\raw\dataset2\osteoporosis\osteoporosis\60.png,data\raw\dataset2\osteoporosis\osteoporosis\63.png,osteoporosis,osteoporosis,dataset2,dataset2,0.999861,2,False
data\raw\dataset2\osteoporosis\osteoporosis\60.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_38.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999355,2,False
data\raw\dataset2\osteoporosis\osteoporosis\60.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_40.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999198,2,False
data\raw\dataset2\osteoporosis\osteoporosis\61.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\76.JPEG,osteoporosis,osteoporosis,dataset2,dataset2,0.993782,1,False
data\raw\dataset2\osteoporosis\osteoporosis\61.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_39.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.995707,2,False
data\raw\dataset2\osteoporosis\osteoporosis\61.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_45.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997246,1,False
data\raw\dataset2\osteoporosis\normal\62.jpg,data\raw\dataset2\osteoporosis\normal\Normal_78.jpg,normal,normal,dataset2,dataset2,0.999346,0,False
data\raw\dataset2\osteoporosis\osteoporosis\63.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_38.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999263,2,False
data\raw\dataset2\osteoporosis\osteoporosis\63.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_40.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999354,2,False
data\raw\dataset2\osteoporosis\normal\64n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_79.jpg,normal,normal,dataset2,dataset2,0.998407,3,False
data\raw\dataset2\osteoporosis\normal\65.jpg,data\raw\dataset2\osteoporosis\normal\Normal_80.jpg,normal,normal,dataset2,dataset2,0.999409,0,False
data\raw\dataset2\osteoporosis\osteoporosis\66.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_41.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999296,0,False
data\raw\dataset2\osteoporosis\osteoporosis\67.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_42.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999592,0,False
data\raw\dataset2\osteoporosis\normal\68.jpg,data\raw\dataset2\osteoporosis\normal\Normal_81.jpg,normal,normal,dataset2,dataset2,0.999636,0,False
data\raw\dataset2\osteoporosis\normal\69.png,data\raw\dataset2\osteoporosis\normal\Normal_82.jpg,normal,normal,dataset2,dataset2,0.999252,1,False
data\raw\dataset2\osteoporosis\normal\7.jpg,data\raw\dataset2\osteoporosis\normal\Normal_6.jpg,normal,normal,dataset2,dataset2,0.998967,1,False
data\raw\dataset2\osteoporosis\osteoporosis\7.png,data\raw\dataset2\osteoporosis\normal\Normal_7.jpg,osteoporosis,normal,dataset2,dataset2,0.998212,1,True
data\raw\dataset2\osteoporosis\normal\70n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_83.jpg,normal,normal,dataset2,dataset2,0.998526,0,False
data\raw\dataset2\osteoporosis\normal\71.jpg,data\raw\dataset2\osteoporosis\normal\Normal_84.jpg,normal,normal,dataset2,dataset2,0.999306,0,False
data\raw\dataset2\osteoporosis\osteoporosis\72.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_43.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998784,0,False
data\raw\dataset2\osteoporosis\osteoporosis\73.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_44.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999668,0,False
data\raw\dataset2\osteoporosis\normal\74.jpg,data\raw\dataset2\osteoporosis\normal\Normal_85.jpg,normal,normal,dataset2,dataset2,0.999258,1,False
data\raw\dataset2\osteoporosis\osteoporosis\76.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_45.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998349,0,False
data\raw\dataset2\osteoporosis\normal\77.jpg,data\raw\dataset2\osteoporosis\normal\Normal_86.jpg,normal,normal,dataset2,dataset2,0.999249,0,False
data\raw\dataset2\osteoporosis\osteoporosis\78.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_46.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998618,0,False
data\raw\dataset2\osteoporosis\osteoporosis\79.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.993909,1,False
data\raw\dataset2\osteoporosis\osteoporosis\79.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_47.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999544,0,False
data\raw\dataset2\osteoporosis\osteoporosis\8.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_7.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998059,1,False
data\raw\dataset2\osteoporosis\normal\80.jpg,data\raw\dataset2\osteoporosis\normal\Normal_87.jpg,normal,normal,dataset2,dataset2,0.99911,0,False
data\raw\dataset2\osteoporosis\osteoporosis\81.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_48.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.99904,0,False
data\raw\dataset2\osteoporosis\osteoporosis\82.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_49.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999704,0,False
data\raw\dataset2\osteoporosis\normal\83.jpg,data\raw\dataset2\osteoporosis\normal\Normal_88.jpg,normal,normal,dataset2,dataset2,0.999469,0,False
data\raw\dataset2\osteoporosis\osteoporosis\84.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_50.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999204,0,False
data\raw\dataset2\osteoporosis\osteoporosis\85.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_51.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999697,0,False
data\raw\dataset2\osteoporosis\normal\86.jpg,data\raw\dataset2\osteoporosis\normal\Normal_89.jpg,normal,normal,dataset2,dataset2,0.999434,0,False
data\raw\dataset2\osteoporosis\normal\87.png,data\raw\dataset2\osteoporosis\normal\Normal_90.jpg,normal,normal,dataset2,dataset2,0.999155,0,False
data\raw\dataset2\osteoporosis\osteoporosis\88.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_52.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999607,0,False
data\raw\dataset2\osteoporosis\normal\89.jpg,data\raw\dataset2\osteoporosis\normal\Normal_91.jpg,normal,normal,dataset2,dataset2,0.999473,1,False
data\raw\dataset2\osteoporosis\normal\9.png,data\raw\dataset2\osteoporosis\normal\Normal_8.jpg,normal,normal,dataset2,dataset2,0.997169,1,False
data\raw\dataset2\osteoporosis\osteoporosis\9.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_8.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997591,0,False
data\raw\dataset2\osteoporosis\osteoporosis\90.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_53.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.998858,0,False
data\raw\dataset2\osteoporosis\normal\91n.JPEG,data\raw\dataset2\osteoporosis\normal\Normal_92.jpg,normal,normal,dataset2,dataset2,0.999777,1,False
data\raw\dataset2\osteoporosis\normal\92.jpg,data\raw\dataset2\osteoporosis\normal\Normal_93.jpg,normal,normal,dataset2,dataset2,0.99457,1,False
data\raw\dataset2\osteoporosis\osteoporosis\93.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_54.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.997764,0,False
data\raw\dataset2\osteoporosis\osteoporosis\94.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_55.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999393,1,False
data\raw\dataset2\osteoporosis\normal\95.jpg,data\raw\dataset2\osteoporosis\normal\Normal_94.jpg,normal,normal,dataset2,dataset2,0.995391,0,False
data\raw\dataset2\osteoporosis\normal\96.png,data\raw\dataset2\osteoporosis\normal\Normal_95.jpg,normal,normal,dataset2,dataset2,0.999788,0,False
data\raw\dataset2\osteoporosis\osteoporosis\97.JPEG,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_56.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999705,3,False
data\raw\dataset2\osteoporosis\normal\98n.jpg,data\raw\dataset2\osteoporosis\normal\Normal_96.jpg,normal,normal,dataset2,dataset2,0.995108,2,False
data\raw\dataset2\osteoporosis\osteoporosis\99.png,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_57.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999462,0,False
data\raw\dataset2\osteoporosis\normal\Normal_171.jpg,data\raw\dataset2\osteoporosis\normal\Normal_28.jpg,normal,normal,dataset2,dataset2,0.99013,5,False
data\raw\dataset2\osteoporosis\normal\Normal_185.jpg,data\raw\dataset2\osteoporosis\normal\n5.jpg,normal,normal,dataset2,dataset2,0.999265,0,False
data\raw\dataset2\osteoporosis\normal\Normal_47.jpg,data\raw\dataset2\osteoporosis\normal\Normal_55.jpg,normal,normal,dataset2,dataset2,0.994192,3,False
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_47.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.994595,1,False
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_130.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_67.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.995654,2,False
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_38.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_40.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.999861,0,False
data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_39.jpg,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_45.jpg,osteoporosis,osteoporosis,dataset2,dataset2,0.990014,1,False
